"id" "protocol_type" "flag" "src_bytes" "logged_in" "count" "srv_count" "serror_rate" "srv_serror_rate" "rerror_rate" "srv_rerror_rate" "diff_srv_rate" "dst_host_diff_srv_rate" "dst_host_same_src_port_rate" "dst_host_serror_rate" "dst_host_srv_serror_rate" "dst_host_rerror_rate" "out"
"10067" "tcp" "SF" 223 1 29 29 0 0 0 0 0 0 0.03 0 0 0 "normal."
"10068" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10069" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10070" "tcp" "S0" 0 0 123 5 1 1 0 0 0.07 0.06 0 1 1 0 "neptune."
"10071" "udp" "SF" 36 0 8 10 0 0 0 0 0 0 1 0 0 0 "normal."
"10072" "tcp" "SF" 153 1 2 2 0 0 0 0 0 0 0.5 0 0 0 "normal."
"10073" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10074" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10075" "tcp" "S0" 0 0 202 15 1 1 0 0 0.06 0.08 0 1 1 0 "neptune."
"10076" "udp" "SF" 105 0 1 1 0 0 0 0 0 0.01 0 0 0 0 "normal."
"10077" "tcp" "SF" 373 1 9 10 0 0 0 0 0 0 0 0 0 0 "normal."
"10078" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10079" "tcp" "SF" 315 1 1 2 0 0 0 0 0 0 0.03 0 0 0 "normal."
"10080" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10081" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10082" "tcp" "S0" 0 0 174 22 1 1 0 0 0.06 0.05 0 1 1 0 "neptune."
"10083" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10084" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10085" "tcp" "SF" 333 1 25 30 0 0 0 0 0 0 0.01 0 0 0 "normal."
"10086" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10087" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"10088" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10089" "tcp" "SF" 288 1 2 2 0 0 0 0 0 0 0.03 0 0 0 "normal."
"10090" "tcp" "S0" 0 0 203 3 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"10091" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10092" "tcp" "S0" 0 0 234 17 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10093" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10094" "tcp" "S0" 0 0 123 20 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10095" "tcp" "REJ" 0 0 284 17 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"10096" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10097" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10098" "tcp" "S0" 0 0 265 12 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10099" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10100" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10101" "tcp" "S0" 0 0 132 12 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"10102" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10103" "tcp" "S0" 0 0 222 11 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10104" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10105" "tcp" "S0" 0 0 262 15 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"10106" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10107" "tcp" "REJ" 0 0 145 19 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"10108" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10109" "tcp" "S0" 0 0 204 1 1 1 0 0 0.05 0.06 0 1 1 0 "neptune."
"10110" "tcp" "S0" 0 0 292 20 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10111" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10112" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10113" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10114" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10115" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10116" "icmp" "SF" 520 0 477 477 0 0 0 0 0 0 1 0 0 0 "smurf."
"10117" "tcp" "S0" 0 0 284 17 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"10118" "tcp" "S0" 0 0 213 6 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"10119" "udp" "SF" 43 0 6 34 0 0 0 0 0 0.03 0.79 0 0 0.17 "normal."
"10120" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10121" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10122" "tcp" "S0" 0 0 222 10 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10123" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10124" "icmp" "SF" 1032 0 508 508 0 0 0 0 0 0 1 0 0 0 "smurf."
"10125" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10126" "tcp" "S0" 0 0 39 1 1 1 0 0 0.13 0.08 0 1 1 0 "neptune."
"10127" "tcp" "REJ" 0 0 127 6 0 0 1 1 0.07 0.08 0 0 0 1 "neptune."
"10128" "tcp" "S0" 0 0 241 5 1 1 0 0 0.07 0.08 0 1 1 0 "neptune."
"10129" "tcp" "REJ" 0 0 289 15 0 0 1 1 0.06 0.08 0 0 0 1 "neptune."
"10130" "tcp" "S0" 0 0 199 6 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"10131" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10132" "tcp" "S0" 0 0 145 15 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"10133" "tcp" "S0" 0 0 266 15 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10134" "tcp" "S0" 0 0 228 22 1 1 0 0 0.05 0.06 0 1 1 0 "neptune."
"10135" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10136" "icmp" "SF" 520 0 457 457 0 0 0 0 0 0 1 0 0 0 "smurf."
"10137" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10138" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10139" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10140" "tcp" "SF" 277 1 4 4 0 0 0 0 0 0 0.09 0 0 0 "normal."
"10141" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10142" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10143" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10144" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10145" "udp" "SF" 146 0 4 2 0 0 0 0 0.5 0.47 0.91 0 0 0 "normal."
"10146" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10147" "tcp" "S0" 0 0 295 12 1 1 0 0 0.05 0.07 0 1 1 0 "neptune."
"10148" "tcp" "SF" 903 1 1 1 0 0 0 0 0 0.03 0.01 0 0 0 "normal."
"10149" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10150" "tcp" "REJ" 0 0 233 6 0 0 1 1 0.07 0.07 0 0 0 1 "neptune."
"10151" "tcp" "S0" 0 0 144 18 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"10152" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10153" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10154" "tcp" "SF" 232 1 1 4 0 0 0 0 0 0 1 0 0 0 "normal."
"10155" "tcp" "SF" 215 1 3 3 0 0 0 0 0 0 0 0 0 0 "normal."
"10156" "tcp" "S0" 0 0 151 8 1 1 0 0 0.09 0.07 0 1 1 0 "neptune."
"10157" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10158" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10159" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10160" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10161" "udp" "SF" 105 0 1 1 0 0 0 0 0 0.01 0 0 0 0 "normal."
"10162" "tcp" "S0" 0 0 267 19 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10163" "tcp" "SF" 260 1 9 20 0 0 0 0 0 0 0.01 0 0 0 "normal."
"10164" "tcp" "S0" 0 0 101 1 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"10165" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10166" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
"10167" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10168" "tcp" "SF" 240 1 8 8 0 0 0 0 0 0 0 0 0 0 "normal."
"10169" "tcp" "S0" 0 0 274 18 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"10170" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10171" "udp" "SF" 146 0 1 1 0 0 0 0 0 0.59 0.92 0 0 0 "normal."
"10172" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10173" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10174" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10175" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10176" "tcp" "S0" 0 0 208 18 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"10177" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10178" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10179" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10180" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10181" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10182" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10183" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10184" "tcp" "SF" 809 1 1 1 0 0 0 0 0 0.03 0.02 0 0 0 "normal."
"10185" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"10186" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"10187" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10188" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10189" "udp" "SF" 46 0 33 114 0 0 0 0 0 0.02 0.01 0 0 0 "normal."
"10190" "tcp" "SF" 336 1 13 13 0 0 0 0 0 0 0 0 0 0 "normal."
"10191" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10192" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10193" "icmp" "SF" 520 0 453 453 0 0 0 0 0 0 1 0 0 0 "smurf."
"10194" "tcp" "SF" 7 0 1 1 0 0 0 0 0 0.03 0 0 0 0 "normal."
"10195" "tcp" "S0" 0 0 215 6 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"10196" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10197" "tcp" "SF" 329 1 7 7 0 0 0 0 0 0 0.14 0 0 0 "normal."
"10198" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10199" "tcp" "SF" 285 1 3 16 0 0 0 0 0 0 0 0 0 0 "normal."
"10200" "tcp" "S0" 0 0 133 12 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"10201" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10202" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10203" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
"10204" "icmp" "SF" 520 0 485 485 0 0 0 0 0 0 1 0 0 0 "smurf."
"10205" "tcp" "SF" 748 1 1 2 0 0 0 0 0 0.08 0.38 0 0 0 "normal."
"10206" "tcp" "S0" 0 0 279 5 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"10207" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10208" "tcp" "S0" 0 0 143 18 1 1 0 0 0.08 0.08 0 1 1 0 "neptune."
"10209" "tcp" "SF" 229 1 3 3 0 0 0 0 0 0.01 0 0 0 0 "normal."
"10210" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10211" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10212" "tcp" "SF" 202 1 7 10 0 0 0 0 0 0 0 0 0 0 "normal."
"10213" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10214" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10215" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10216" "tcp" "SF" 332 1 5 6 0 0 0 0 0 0 0.06 0 0 0 "normal."
"10217" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"10218" "tcp" "S0" 0 0 228 20 1 1 0 0 0.06 0.09 0 1 1 0 "neptune."
"10219" "tcp" "S0" 0 0 274 8 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"10220" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10221" "icmp" "SF" 520 0 452 452 0 0 0 0 0 0 1 0 0 0 "smurf."
"10222" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10223" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10224" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"10225" "tcp" "S0" 0 0 225 2 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"10226" "icmp" "SF" 520 0 442 442 0 0 0 0 0 0 1 0 0 0 "smurf."
"10227" "tcp" "S0" 0 0 102 6 1 1 0 0 0.07 0.06 0 1 1 0 "neptune."
"10228" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10229" "tcp" "SF" 1403 1 1 1 0 0 0 0 0 0.05 0.01 0.01 0.01 0 "normal."
"10230" "udp" "SF" 48 0 1 1 0 0 0 0 0 0.2 0.8 0 0 0 "normal."
"10231" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10232" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10233" "tcp" "SF" 26 1 1 2 0 0 0 0 0 0.02 0.2 0 0 0 "normal."
"10234" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10235" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10236" "udp" "SF" 105 0 2 2 0 0 0 0 0 0.03 0.02 0 0 0 "normal."
"10237" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10238" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10239" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10240" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10241" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10242" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10243" "icmp" "SF" 1032 0 511 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"10244" "tcp" "S0" 0 0 142 13 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10245" "tcp" "REJ" 0 0 262 20 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"10246" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"10247" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10248" "tcp" "S0" 0 0 127 6 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"10249" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10250" "tcp" "SF" 309 1 2 4 0 0 0 0 0 0 0.01 0 0 0 "normal."
"10251" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10252" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10253" "tcp" "REJ" 0 0 114 12 0 0 1 1 0.07 0.07 0 0 0 1 "neptune."
"10254" "tcp" "SF" 241 1 5 5 0 0 0 0 0 0 0 0 0 0 "normal."
"10255" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10256" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10257" "tcp" "S0" 0 0 144 2 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"10258" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10259" "icmp" "SF" 520 0 486 486 0 0 0 0 0 0 1 0 0 0 "smurf."
"10260" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10261" "tcp" "SF" 320 1 13 21 0 0 0 0 0 0 0 0 0 0 "normal."
"10262" "tcp" "S0" 0 0 258 18 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10263" "tcp" "SF" 254 1 1 25 0 0 0 0 0 0 0.03 0 0 0 "normal."
"10264" "tcp" "S0" 0 0 224 10 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"10265" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10266" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"10267" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10268" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10269" "tcp" "SF" 209 1 2 2 0 0 0 0 0 0 0.5 0 0 0 "normal."
"10270" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10271" "tcp" "S0" 0 0 257 11 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10272" "tcp" "SF" 244 1 27 27 0 0 0 0 0 0 0 0 0 0 "normal."
"10273" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10274" "tcp" "S0" 0 0 180 4 1 1 0 0 0.08 0.09 0 1 1 0 "neptune."
"10275" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10276" "tcp" "S0" 0 0 132 3 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"10277" "icmp" "SF" 1032 0 508 508 0 0 0 0 0 0 1 0 0 0 "smurf."
"10278" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10279" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10280" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10281" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10282" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"10283" "tcp" "S0" 0 0 291 9 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"10284" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10285" "tcp" "SF" 216 1 40 40 0 0 0 0 0 0 0 0 0 0 "normal."
"10286" "tcp" "SF" 238 1 1 1 0 0 0 0 0 0 1 0 0.01 0 "normal."
"10287" "tcp" "S0" 0 0 127 11 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10288" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10289" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"10290" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10291" "icmp" "SF" 520 0 481 481 0 0 0 0 0 0 1 0 0 0 "smurf."
"10292" "tcp" "S0" 0 0 295 20 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10293" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10294" "tcp" "S0" 0 0 135 11 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"10295" "icmp" "SF" 520 0 435 435 0 0 0 0 0 0 1 0 0 0 "smurf."
"10296" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10297" "tcp" "REJ" 0 0 144 19 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"10298" "udp" "SF" 147 0 1 1 0 0 0 0 0 0.89 1 0 0 0 "normal."
"10299" "tcp" "SF" 818 1 1 1 0 0 0 0 0 0.02 0.01 0 0 0 "normal."
"10300" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10301" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10302" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10303" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10304" "icmp" "SF" 520 0 484 484 0 0 0 0 0 0 1 0 0 0 "smurf."
"10305" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10306" "tcp" "SF" 249 1 5 6 0 0 0 0.17 0 0.01 0 0 0 0 "normal."
"10307" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10308" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10309" "tcp" "REJ" 0 0 248 9 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"10310" "tcp" "SF" 737 1 1 1 0 0 0 0 0 0.05 0.01 0.01 0.01 0 "normal."
"10311" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"10312" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10313" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"10314" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10315" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
"10316" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10317" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"10318" "tcp" "REJ" 0 0 204 2 0 0 1 1 0.07 0.07 0 0 0 1 "neptune."
"10319" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10320" "tcp" "S0" 0 0 282 17 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"10321" "tcp" "S0" 0 0 217 5 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"10322" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10323" "tcp" "SF" 287 1 3 3 0 0 0 0 0 0 0.03 0 0 0 "normal."
"10324" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10325" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10326" "tcp" "S0" 0 0 139 7 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"10327" "tcp" "S0" 0 0 127 5 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"10328" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10329" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10330" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10331" "tcp" "S0" 0 0 284 19 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"10332" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10333" "icmp" "SF" 520 0 453 453 0 0 0 0 0 0 1 0 0 0 "smurf."
"10334" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10335" "tcp" "REJ" 0 0 266 10 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"10336" "tcp" "S0" 0 0 101 4 1 1 0 0 0.09 0.07 0 1 1 0 "neptune."
"10337" "tcp" "S0" 0 0 107 2 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"10338" "udp" "SF" 147 0 1 1 0 0 0 0 0 0.91 1 0 0 0 "normal."
"10339" "icmp" "SF" 1032 0 507 507 0 0 0 0 0 0 1 0 0 0 "smurf."
"10340" "tcp" "SF" 213 1 17 17 0 0 0 0 0 0 0 0 0 0 "normal."
"10341" "tcp" "REJ" 0 0 1 1 0 0 1 1 0 0 1 0 0 1 "normal."
"10342" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10343" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"10344" "icmp" "SF" 520 0 465 465 0 0 0 0 0 0 1 0 0 0 "smurf."
"10345" "icmp" "SF" 520 0 481 481 0 0 0 0 0 0 1 0 0 0 "smurf."
